ID,Name,Type,Rarity,Drop Category,Character Category,LB,LB+,Ability,PvP+,Ink
1824,Byrnndi World - World Destroyer,STR,5,Limited RR,Rare Recruit,,,,,
1832,Vinsmoke Judge - Science Military Germa 66,PSY,6,Normal,Legend,,,,,
1847,"""Buddha"" Sengoku - Supreme Commander of the Navy",INT,6+,Normal,Legend,,,,,
1849,Sakazuki - Trembling Calamity,STR,5,Treasure Map,Rare Recruit,,,,,
1851,Whirl Spider Squard - Traitorous Son,DEX,5,Treasure Map,Rare Recruit,,,,,
1859,Leo the Warrior - Brave and Gallant Dwarf,INT,5,Limited RR,Rare Recruit,,,,,
1869,Issho - New Naval HQ's Strongest,INT,6,Normal,Legend,,,,,
1871,Bellamy the Hyena - Assassin for the Current King of Dressrosa,PSY,5,Normal,Rare Recruit,,,,,
1873,Kyros - Hero of the Former Dressrosa Royal Family,STR,5,Normal,Rare Recruit,,,,,
1875,Viola - Princess of the Former Dressrosa Royal Family,QCK,5,Normal,Rare Recruit,,,,,
1877,Rebecca - Future of the Former Dressrosa Royal Family,DEX,5,Normal,Rare Recruit,,,,,
1880,"Hody Jones - Rampaging ""Holy Warrior""",INT,6+,Normal,Legend,,,,,
1881,Hawk Eyes Mihawk - Black Blade: Night,INT,6+,Normal,Legend,,,,,
1883,Dark King Rayleigh - Old Man Watching Over the New Age,DEX,6,Normal,Legend,,,,,
1885,Nico Robin - Slicing Winds Captor,INT,5,Treasure Map,Rare Recruit,,,,,
1887,Gladius - Blast to Capture Slicing Winds,QCK,5,Treasure Map,Rare Recruit,,,,,
1895,"""Mad Monk"" Urouge - Supernova from the Sky",QCK,5,Limited RR,Rare Recruit,,,,,
1902,Pica - Top Donquixote Family Officer,INT,5,Normal,Rare Recruit,,,,,
1904,Senor Pink - Watchdog of the Underworld,QCK,5,Normal,Rare Recruit,,,,,
1906,Sugar - Donquixote Family's Key Figure,PSY,5,Normal,Rare Recruit,,,,,
1908,Trebol - Special Officer's Guardian,STR,5,Normal,Rare Recruit,,,,,
1910,Heavenly Demon Doflamingo - Ruler of the Birdcage,DEX,6,Normal,Legend,,,,,
1912,Urouge - Mercy of 108 Temptations,INT,5,Treasure Map,Rare Recruit,,,,,
1914,Nefeltari Vivi - Comfortably Elegant Dignitary,DEX,5,Treasure Map,Rare Recruit,,,,,
1921,Zoro the Pirate Hunter - Straw Hat Pirates: Born Again,DEX,6+,Normal,Legend,,,,,
1922,"Trafalgar Law - People of the ""D""",QCK,6+,Normal,Legend,,,,,
1926,Coby - Navy HQ Captain,INT,5,Limited RR,Rare Recruit,,,,,
1927,Sir Crocodile - After the Dream of Utopia,STR,6+,Normal,Legend,,,,,
1928,Man-Eating Bartolomeo - Straw Hat Pirate Fleet: Sons' Cups,QCK,6+,Normal,Legend,,,,,
1935,Franky - Super Weapon from a Future Land,QCK,6,Normal,Legend,,,,,
1937,Blackbeard - The Darkness that Challenges the Sun,INT,5,Treasure Map,Rare Recruit,,,,,
1939,Twin-Blade Thatch - Soul Mourned by Flame,DEX,5,Treasure Map,Rare Recruit,,,,,
1951,Nico Robin - Void Century Archaeologist,PSY,6,Normal,Legend,,,,,
1953,Koala - You're My Valentine,INT,5,Normal,Rare Recruit,,,,,
1955,Nami - You're My Valentine,QCK,5,Normal,Rare Recruit,,,,,
1957,Carrot - You're My Valentine,STR,5,Normal,Rare Recruit,,,,,
1959,Shirahoshi - You're My Valentine,DEX,5,Normal,Rare Recruit,,,,,
1968,Boa Hancock - You're My Valentine,STR,5,Treasure Map,Rare Recruit,,,,,
1970,Miss Valentine - You're My Valentine,DEX,5,Treasure Map,Rare Recruit,,,,,
1974,Basil Hawkins the Magician - Practitioner of Curses,STR,5,Limited RR,Rare Recruit,,,,,
1985,Luffy & Ace - High Seas' Pirate,Dual,6,Normal,Legend,,,,,
1987,Marco the Phoenix - Protector of His Will,STR,5,Normal,Rare Recruit,,,,,
1989,"""Charging!"" Little Oars Jr. - Breaking Through the Barricade",PSY,5,Normal,Rare Recruit,,,,,
1991,Garp the Fist - Suffering Hero,QCK,5,Normal,Rare Recruit,,,,,
1993,Petty Officer Coby - The Decision to Fight,QCK,5,Normal,Rare Recruit,,,,,
2001,Trafalgar Law - Former Warlord of the Sea,PSY,6+,Normal,Legend,,,,,
2007,Red-Haired Shanks - Emperor Who Will Change the World's Fate,INT,6,Normal,Legend,,,,,
2009,Bartholomew Kuma - The Promised Tyrant,INT,5,Treasure Map,Rare Recruit,,,,,
2011,Monet - Snow Woman Who Challenges a Wild Beast,INT,5,Treasure Map,Rare Recruit,,,,,
2013,Big Eater Jewelry Bonney - Captive Supernova,STR,5,Limited RR,Rare Recruit,,,,,
2023,Sakazuki - Fateful Struggle to the Death,INT,6,Normal,Legend,,,,,
2025,Kuzan - Fateful Struggle to the Death,PSY,6,Normal,Legend,,,,,
2027,Black Cage Hina - Prison that Prevents Rescue,PSY,5,Normal,Rare Recruit,,,,,
2029,Buddha Sengoku - One Who Leads the Way to Victory,QCK,5,Normal,Rare Recruit,,,,,
2031,Brannew - Arguing Against Absolute Justice,INT,5,Normal,Rare Recruit,,,,,
2034,Borsalino - Navy HQ Powerhouse,PSY,6+,Normal,Legend,,,,,
2035,Buggy the Genius Jester,INT,6+,Normal,Legend,,,,,
2039,"""Empress"" Boa Hancock - Beautiful Snake Princess",QCK,5,Limited RR,Rare Recruit,,,,,
2041,"""Whitebeard"" Edward Newgate - Memories from Before the Great Era of Piracy",STR,5,Limited RR,Rare Recruit,,,,,
2048,Koala - Corruption-Exposing Revolutionary,QCK,5,Limited RR,Rare Recruit,,,,,
2050,Gecko Moria - Undead Army Leader,INT,5,Limited RR,Rare Recruit,,,,,
2060,Ben Beckman - Light-Threatening Gun Barrel,STR,5,Treasure Map,Rare Recruit,,,,,
2062,"""Roar of the Sea"" Scratchmen Apoo - Light-Shaking Sound",STR,5,Treasure Map,Rare Recruit,,,,,
2066,Knight of the Sea Jinbe - Straw Hat Luffy's Conspirator,INT,6+,Normal,Legend,,,,,
2068,Tashigi - Haki-Wielding Swordswoman,PSY,5,Limited RR,Rare Recruit,,,,,
2072,Sweets Country ChoBro,INT,5,Normal,Rare Recruit,,,,,
2074,Straw Hat Luffy - Gum-Gum Power's Potential,QCK,6,Normal,Legend,,,,,
2076,Nami - Cat Burglar Conning the World,DEX,6,Normal,Legend,,,,,
2078,Carrot - Cute Rabbit in the Forest of Sweets,PSY,5,Normal,Rare Recruit,,,,,
2080,Soul King Brook - Whole Cake Chateau Intruder,STR,5,Normal,Rare Recruit,,,,,
2082,Pedro - Soul King's Friend,QCK,5,Normal,Rare Recruit,,,,,
2084,Vinsmoke Reiju - Celebrate the Exciting Cruise,QCK,5,Limited RR,Rare Recruit,,,,,
2086,Sanji - Celebrate the Exciting Cruise,DEX,5,Limited RR,Rare Recruit,,,,,
2099,Golden Tesoro,QCK,6,Normal,Legend,,,,,
2101,Dice - Golden Armor,STR,5,Normal,Rare Recruit,,,,,
2103,Baccarat - Golden Armor,INT,5,Normal,Rare Recruit,,,,,
2105,Mr. Tanaka - Golden Armor,DEX,5,Normal,Rare Recruit,,,,,
2107,Phantom Thief Carina,PSY,5,Normal,Rare Recruit,,,,,
2113,Charlotte Katakuri - Big Mom Pirates Sweet 3,STR,6,Normal,Legend,,,,,
2115,Charlotte Brulee - Big Mom Pirates,PSY,5,Normal,Rare Recruit,,,,,
2117,Charlotte Amande - Big Mom Pirates,INT,5,Normal,Rare Recruit,,,,,
2119,Bobbin - Big Mom Pirates,QCK,5,Normal,Rare Recruit,,,,,
2121,Charlotte Oven - Big Mom Pirates,DEX,5,Normal,Rare Recruit,,,,,
2132,Emporio Ivankov - God of Queens,PSY,5,Treasure Map,Rare Recruit,,,,,
2134,Diamond Jozu - Sandstorm-Resistant Diamond,DEX,5,Treasure Map,Rare Recruit,,,,,
2135,Mr. 1 - The Blade that Creates Utopia,QCK,4,Treasure Map,Rare Recruit,,,,,
2138,"""Garuda"" Vinsmoke Judge - Science Military Germa 66",INT,6+,Normal,Legend,,,,,
2139,"""Poison Pink"" Vinsmoke Reiju - Science Military Germa 66",PSY,5+,Normal,Rare Recruit,,,,,
2140,"""Sparking Red"" Vinsmoke Ichiji - Science Military Germa 66",QCK,5+,Normal,Rare Recruit,,,,,
2141,"""Electric Blue"" Vinsmoke Niji - Science Military Germa 66",DEX,5+,Normal,Rare Recruit,,,,,
2142,"""Winch Green"" Vinsmoke Yonji - Science Military Germa 66",STR,5+,Normal,Rare Recruit,,,,,
2148,Vinsmoke Sanji - Germa Kingdom's Savior,PSY,6,Normal,Legend,,,,,
2150,Zeff - The Ferocious Fighting Cooks' Caretaker,STR,5,Normal,Rare Recruit,,,,,
2152,Charlotte Pudding - Wicked Woman,QCK,5,Normal,Rare Recruit,,,,,
2154,Baron Tamago - Pedro's Arch-Rival,DEX,5,Normal,Rare Recruit,,,,,
2156,Pekoms - Returning Home,INT,5,Normal,Rare Recruit,,,,,
2159,Magellan - Judgment of Hell,DEX,6+,Normal,Legend,,,,,
2161,Donquixote Doflamingo - Strongman of the Paramount War,QCK,5,Limited RR,Rare Recruit,,,,,
2169,Dogstorm: King of the Day - Mokomo Dukedom's Greatest Warrior,INT,5,Treasure Map,Rare Recruit,,,,,
2171,Full-Power Shishilian - Mokomo Dukedom's Dogstorm Musketeers Captain,DEX,5,Treasure Map,Rare Recruit,,,,,
2173,Shirahoshi - Deep Sea Mermaid,PSY,5,Limited RR,Rare Recruit,,,,,
2181,Whitebeard & Marco - Paramount War Fierce Battle,Dual,6,Normal,Legend,,,,,
2183,Boa Hancock - Marineford in Chaos: Pirate Empress,INT,5,Normal,Rare Recruit,,,,,
2185,Hawk Eyes Mihawk - Marineford in Chaos: Master Swordsman,PSY,5,Normal,Rare Recruit,,,,,
2187,Borsalino - Marineford in Chaos: Admiral,PSY,5,Normal,Rare Recruit,,,,,
2189,Strawberry - Marineford in Chaos: Vice Admiral,INT,5,Normal,Rare Recruit,,,,,
2191,Rebecca - Beach Sunflowers,INT,5,Limited RR,Rare Recruit,,,,,
2195,Cora - Law's Sympathizer,DEX,6+,Normal,Legend,,,,,
2199,Massacre Soldier Killer - Linchpin of the Alliance,INT,5,Limited RR,Rare Recruit,,,,,
2201,Shiki - Legendary Pirate,QCK,6,Normal,Legend,,,,,
2203,Dr. Indigo - Legendary Pirate's Associate,DEX,5,Normal,Rare Recruit,,,,,
2205,Commander Scarlet - Legendary Pirate's Associate,INT,5,Normal,Rare Recruit,,,,,
2207,Monkey D. Luffy - Song of the Island,DEX,5,Treasure Map,Rare Recruit,,,,,
2209,Ganfor - Return to Grace,INT,5,Treasure Map,Rare Recruit,,,,,
2213,Charlotte Pudding - Devilish Swimsuit,STR,5,Limited RR,Rare Recruit,,,,,
2232,Kami Eneru - Ascent to the Endless Varse,QCK,6+,Normal,Legend,,,,,
2234,Big Mom - Emperor,STR,6,Normal,Legend,,,,,
2236,Soul King Brook - Soul's Special Live Performance,DEX,6,Normal,Legend,,,,,
2238,General Smoothie - Big Mom Pirates,STR,5,Normal,Rare Recruit,,,,,
2240,Perospero - Eldest Son of the Charlotte Family,DEX,5,Normal,Rare Recruit,,,,,
2242,General Cracker - Big Mom Pirates,QCK,5,Normal,Rare Recruit,,,,,
2244,Daifuku - Third Son of the Charlotte Family,QCK,5,Normal,Rare Recruit,,,,,
2245,Sanji - Secret Son of the Vinsmoke Family,INT,6+,Normal,Legend,,,,,
2247,Nefeltari Vivi - Princess Coming of Age,QCK,5,Limited RR,Rare Recruit,,,,,
2251,Garp the Fist - Pirate King's Arch-Nemesis,PSY,6,Normal,Legend,,,,,
2256,Dracule Mihawk - Master Swordsman,DEX,5,Treasure Map,Rare Recruit,,,,,
2257,Portgas D. Ace - Spade Pirates,QCK,5,Treasure Map,Rare Recruit,,,,,
2259,Higuma - Leader of the Mountain Bandits,STR,5+,Treasure Map,Rare Recruit,,,,,
2265,Knight of the Sea Jinbe - Sun Pirates Captain,DEX,6,Normal,Legend,,,,,
2267,Aladdin - Sun Pirates First Mate,STR,5,Normal,Rare Recruit,,,,,
2269,Charlotte Praline - 21st Daughter of the Charlotte Family,DEX,5,Normal,Rare Recruit,,,,,
2271,"Wadatsumi, the Giant Monk - Sea Spirit",STR,5,Normal,Rare Recruit,,,,,
2273,Hatchan - Opening of the Feast,PSY,5,Normal,Rare Recruit,,,,,
2275,Camie - Straw Hat Pirate Sympathizer,PSY,5,Normal,Rare Recruit,,,,,
2285,Hody Jones - A Monster Born from His Environment,STR,5,Limited RR,Rare Recruit,,,,,
2287,Vinsmoke Judge - Germa 66 Generalissimo,STR,5,Limited RR,Rare Recruit,,,,,
2295,Moria - Shadowy Lantern: Midnight Halloween Parade,STR,5,Treasure Map,Rare Recruit,,,,,
2296,Rayleigh - Demon Lord: Midnight Halloween Parade,DEX,5,Treasure Map,Rare Recruit,,,,,
2297,Perona - Ghost Nurse: Midnight Halloween Parade,PSY,5,Treasure Map,Rare Recruit,,,,,
2300,Franky - Cyborg Built to Realize the Dreams of Every Man,QCK,6+,Normal,Legend,,,,,
2302,"Capone ""Gang"" Bege - Collaborator in the Emperor Assassination Plan",INT,6,Normal,Legend,,,,,
2304,Charlotte Chiffon - Collaborator in the Emperor Assassination Plan,PSY,5,Normal,Rare Recruit,,,,,
2306,Gastino - Collaborator in the Emperor Assassination Plan,DEX,5,Normal,Rare Recruit,,,,,
2308,"""Phantom Gun"" Vito - Collaborator in the Emperor Assassination Plan",DEX,5,Normal,Rare Recruit,,,,,
2310,Gotti - Collaborator in the Emperor Assassination Plan,QCK,5,Normal,Rare Recruit,,,,,
2325,Usoland - Leader of Operation S.O.P.,PSY,5,Limited RR,Rare Recruit,,,,,
2330,Black Arm Zephyr - The Man who Trained Every Navy Sailor,QCK,6,Normal,Legend,,,,,
2332,Ain - For Master Z's Ideals,INT,5,Normal,Rare Recruit,,,,,
2334,Binz - Pledging Allegiance to Master Z,PSY,5,Normal,Rare Recruit,,,,,
2338,Carrot - Wondrous White Sulong,QCK,6,Normal,Legend,,,,,
2340,Stussy - CP-AIGIS 0,QCK,5,Normal,Rare Recruit,,,,,
2342,Charlotte Opera - Minister of Cream,PSY,5,Normal,Rare Recruit,,,,,
2344,Charlotte Bavarois - Big Mom Pirates,PSY,5,Normal,Rare Recruit,,,,,
2346,Charlotte Galette - Big Mom Pirates,INT,5,Normal,Rare Recruit,,,,,
2349,Treetop Pedro - Former Captain of the Nox Pirates,DEX,5,Limited RR,Rare Recruit,,,,,
2357,Hakuba - Slicing Winds of Rommel,QCK,6+,Normal,Legend,,,,,
2358,Tony Tony Chopper - Holy Night Reindeer,INT,5,Treasure Map,Rare Recruit,,,,,
2359,Nico Robin - Christmas Surprise,INT,5,Treasure Map,Rare Recruit,,,,,
2360,Cat Viper - King of the Holy Night,STR,5,Treasure Map,Rare Recruit,,,,,
2363,Monkey D. Luffy - Gear Four: Snakeman,STR,6+,Normal,Legend,,,,,
2365,Charlotte Katakuri - A Man's Battle,PSY,6,Normal,Legend,,,,,
2367,Charlotte Flampe - President of the Katakuri Fan Club and Kamikaze Captain,PSY,5,Normal,Rare Recruit,,,,,
2369,Charlotte Montd'Or - Minister of Cheese & 19th Son of the Charlotte Family,STR,5,Normal,Rare Recruit,,,,,
2371,"Gourmet Knight Streusen - Big Mom Pirates, Head Chef",STR,5,Normal,Rare Recruit,,,,,
2372,Dogstorm - Feast of Reconciliation,STR,6+,Normal,Legend,,,,,
2373,Cat Viper - Feast of Reconciliation,PSY,6+,Normal,Legend,,,,,
2383,Eustass Kid - Problematic Pirate Alliance,QCK,5,Treasure Map,Rare Recruit,,,,,
2384,Basil Hawkins - Problematic Pirate Alliance,PSY,5,Treasure Map,Rare Recruit,,,,,
2385,Scratchmen Apoo - Problematic Pirate Alliance,QCK,5,Treasure Map,Rare Recruit,,,,,
2388,Makino - Kindness for the Three Brothers,INT,5,Support,Rare Recruit,,,,,
2389,Tsuru - Watchful Great Advisor,PSY,5,Support,Rare Recruit,,,,,
2390,Conis - Angel Unafraid of Judgment,QCK,5,Support,Rare Recruit,,,,,
2391,Sabo - Determination to Protect a Brother,STR,5,Support,Rare Recruit,,,,,
2392,Iceburg - Encouraging Senior Disciple,DEX,5,Support,Rare Recruit,,,,,
2401,Straw Hat Luffy - The Hope of Dressrosa,STR,5,Limited RR,Rare Recruit,,,,,
2403,Blackbeard - Eye of the Storm Heralding a New Era,DEX,5,Limited RR,Rare Recruit,,,,,
2405,Fleet Admiral Sakazuki - Supreme Commander of the Navy,QCK,5,Limited RR,Rare Recruit,,,,,
2410,Monkey D. Luffy - Loose Cannon on the Prairie,QCK,5,Limited RR,Rare Recruit,,,,,
2412,Nami - Cat Burglar on the Prairie,INT,5,Limited RR,Rare Recruit,,,,,
2414,Roronoa Zoro - Lone Wolf on the Prairie,DEX,5,Limited RR,Rare Recruit,,,,,
2418,Bartolomeo & Cavendish - Man-Eater and Nobleman Fighting Together,Dual,6,Normal,Legend,,,,,
2420,Destruction Cannon Ideo - Two-Time Champion of the New World Central MMA League,STR,5,Normal,Rare Recruit,,,,,
2422,Hajrudin the Pirate Mercenary - Spear of Elbaph,QCK,5,Normal,Rare Recruit,,,,,
2424,"The Fighting King, Elizabello II - King's Fist Smashing a Giant Arm",INT,5,Normal,Rare Recruit,,,,,
2426,Sai - Don Repaying a Debt to His Crew,PSY,5,Normal,Rare Recruit,,,,,
2431,Charlotte Pudding - Memory Flashback,PSY,5,Limited RR,Rare Recruit,,,,,
2433,Jack - Eleph-Eleph Fruit: Ancient Model User,STR,6,Normal,Legend,,,,,
2434,Boa Hancock - Straw Hat Luffy's Supporter,PSY,6+,Normal,Legend,,,,,
2435,Dagama - Tactician's Orders,QCK,5,Support,Rare Recruit,,,,,
2436,Orlumbus - Grand Fleet Commodore Dignity,STR,5,Support,Rare Recruit,,,,,
2437,Corazon - Plan to Save Law,PSY,5,Treasure Map,Rare Recruit,,,,,
2438,Trafalgar Law - 13 Year Wait,DEX,5,Treasure Map,Rare Recruit,,,,,
2444,Donquixote Doflamingo - Judgment of the Divine,INT,6+,Normal,Legend,,,,,
2446,Sanji & Judge - Parting of Father and Son,Dual,6,Normal,Legend,,,,,
2448,Vinsmoke Ichiji - Germa 66 Crimson Flash,STR,5+,Normal,Rare Recruit,,,,,
2450,Vinsmoke Niji - Germa 66 Azure Spark,QCK,5+,Normal,Rare Recruit,,,,,
2452,Vinsmoke Yonji - Germa 66 Jade Arm,DEX,5+,Normal,Rare Recruit,,,,,
2454,Vinsmoke Reiju - Germa 66 Peach Poisonous Fang,INT,5+,Normal,Rare Recruit,,,,,
2460,Charlotte Oven - Red-Hot Encirclement Blocking the Path of Retreat,STR,5,Support,Rare Recruit,,,,,
2461,Mystoms - Mysterious Masked Man Helping the Escape,PSY,5,Support,Rare Recruit,,,,,
2463,Franky - Franky Tank,STR,5,Limited RR,Rare Recruit,,,,,
2465,Charlotte Cracker - Thousand-Armed Attacks,QCK,6,Normal,Legend,,,,,
2466,Jinbe - Tea Party Intruder,QCK,5,Treasure Map,Rare Recruit,,,,,
2467,Pound - Blessing for a Daughter,PSY,5,Treasure Map,Rare Recruit,,,,,
2475,Dracule Mihawk - Secret Teachings of the Master Swordsman,DEX,6,Normal,Legend,,,,,
2477,Roronoa Zoro - A Glimpse of a Master Swordsman,INT,6,Normal,Legend,,,,,
2479,Mr. 1 - Baroque Works' Assassin,PSY,5,Normal,Rare Recruit,,,,,
2481,Hyouzou - Junkie's Awakening,DEX,5,Normal,Rare Recruit,,,,,
2483,Kaku - Giraffe Swordsman,QCK,5,Normal,Rare Recruit,,,,,
2485,Ryuma - Legendary Samurai,STR,5,Normal,Rare Recruit,,,,,
2487,Kin'emon - Tattoo of the Kozuki Clan Crest,QCK,5,Limited RR,Rare Recruit,,,,,
2496,Charlotte Pudding - Soft Cherry Blossoms,PSY,5,Limited RR,Rare Recruit,,,,,
2498,Charlotte Linlin - Big Spring Tea Party,QCK,5,Limited RR,Rare Recruit,,,,,
2500,Big Mom  - Emperor Suffering from Hunger Pangs,STR,6+,Normal,Legend,,,,,
2501,Koshiro - Young Swordsman's Master,INT,5,Support,Rare Recruit,,,,,
2502,Streusen - Musical Chef,PSY,5,Support,Rare Recruit,,,,,
2505,Fujitora - Apology That Shook the World,INT,6+,Normal,Legend,,,,,
2506,A.O.,PSY,5,Treasure Map,Rare Recruit,,,,,
2507,Kizaru - Unclear Reaction,PSY,5,Treasure Map,Rare Recruit,,,,,
2508,Marco - Tranquil Blue Flame,INT,5,Treasure Map,Rare Recruit,,,,,
2515,Urouge - Mad Monk Treating His Wounds,PSY,5,Limited RR,Rare Recruit,,,,,
2534,Luffy & Law - Miracle-Making Generation,Dual,6,Normal,Legend,,,,,
2536,Zeus & Prometheus & Big Mom - The Leaders of the Land of Souls,Dual,6,Normal,Legend,,,,,
2538,Lucci & Kaku - CP9: Enforcers of Dark Justice,Dual,5,Normal,Rare Recruit,,,,,
2540,Ivankov & Bon Clay - New Kama Cheering for a Miracle,Dual,5,Normal,Rare Recruit,,,,,
2542,Smoker & Tashigi - G-5's Trusted Commanders,Dual,5,Normal,Rare Recruit,,,,,
2544,Mr. 0 & Miss All Sunday - Rulers of the Desert,Dual,5,Normal,Rare Recruit,,,,,
2546,Portgas D. Ace - Celebrate the Wonderful Cruise,QCK,5,Limited RR,Rare Recruit,,,,,
2548,Perona - Celebrate the Wonderful Cruise,DEX,5,Limited RR,Rare Recruit,,,,,
2553,Rockstar,STR,5,Treasure Map,Rare Recruit,,,,,
2554,Yasopp - Red-Hair Pirates Officer,PSY,5,Treasure Map,Rare Recruit,,,,,
2555,Lucky Roux - Red-Hair Pirates Officer,QCK,5,Treasure Map,Rare Recruit,,,,,
2561,Sabo & Koala - Youthful Revolutionary Aces,Dual,6,Normal,Legend,,,,,
2563,Lindbergh - Captain of the Revolutionary Army Southern Forces,DEX,5,Normal,Rare Recruit,,,,,
2565,Belo Betty - Captain of the Revolutionary Army Eastern Forces,PSY,5,Normal,Rare Recruit,,,,,
2567,Karasu - Captain of the Revolutionary Army Northern Forces,QCK,5,Normal,Rare Recruit,,,,,
2575,Carrot - Bedroom Adventure,PSY,5,Limited RR,Rare Recruit,,,,,
2577,Dogstorm & Cat Viper - Antagonistic Kings of Day and Night,Dual,6,Normal,Legend,,,,,
2578,Fleet Admiral Sakazuki - Burning Enforcer of Justice,STR,6+,Normal,Legend,,,,,
2579,Saint Myosgard,PSY,5,Treasure Map,Rare Recruit,,,,,
2580,Sai - Kano Kingdom Soldier at the Reverie,STR,5,Treasure Map,Rare Recruit,,,,,
2581,Neptune - King of the Ryugu Kingdom at the Reverie,PSY,5,Treasure Map,Rare Recruit,,,,,
2585,Sanji - Diable Jambe Cavalier,STR,5,Limited RR,Rare Recruit,,,,,
2587,Vinsmoke Reiju - Poison Pink Cavalier,PSY,5,Limited RR,Rare Recruit,,,,,
2588,Nami - Cat Burglar Swindling the New World,DEX,6+,Normal,Legend,,,,,
2601,Vivi & Rebecca - Shared Benefactor,Dual,6,Normal,Legend,,,,,
2603,Shirahoshi & Mansherry - Wonderful Meeting,Dual,6,Normal,Legend,,,,,
2605,Navy HQ Captain Coby - Weeping Guard,STR,5,Normal,Rare Recruit,,,,,
2607,Viola - The World Council: Princess of Dressrosa,INT,5,Normal,Rare Recruit,,,,,
2609,"Jewelry Bonney - Any Age, Any Time",QCK,5,Normal,Rare Recruit,,,,,
2612,Big Mom - Four Emperors in Contact,INT,5,Treasure Map,Rare Recruit,,,,,
2613,Kaido - One of the Four Emperors,STR,5,Treasure Map,Rare Recruit,,,,,
2614,Doflamingo - Lonely Solitary Cell,INT,5,Treasure Map,Rare Recruit,,,,,
2620,Nefeltari Vivi - Resting in the Shade,INT,5,Limited RR,Rare Recruit,,,,,
2622,Kalifa - Nighttime Pool Vacation,PSY,5,Limited RR,Rare Recruit,,,,,
2624,Sugar - Flamingo Pool's Main Character,DEX,5,Limited RR,Rare Recruit,,,,,
2626,Carrot - Oceanic Wonderland,STR,5,Limited RR,Rare Recruit,,,,,
2631,Princess Shirahoshi - Promise of Reunion,PSY,6+,Normal,Legend,,,,,
2632,Garp the Fist - Legendary Man Standing in the Way,DEX,5,Treasure Map Shop,Rare Recruit,,,,,
2651,Douglas Bullet - Demon Heir,STR,6,Normal,Legend,,,,,
2653,Tony Tony Chopper - ONE PIECE STAMPEDE,STR,5,Normal,Rare Recruit,,,,,
2655,Nico Robin - ONE PIECE STAMPEDE,INT,5,Normal,Rare Recruit,,,,,
2657,Brook - ONE PIECE STAMPEDE,QCK,5,Normal,Rare Recruit,,,,,
2672,Monkey D. Luffy - Surpassing the Strongest With His Crew,PSY,6,Normal,Legend,,,,,
2674,Roronoa Zoro - ONE PIECE STAMPEDE,DEX,5,Normal,Rare Recruit,,,,,
2676,Nami - ONE PIECE STAMPEDE,PSY,5,Normal,Rare Recruit,,,,,
2678,Franky - ONE PIECE STAMPEDE,DEX,5,Normal,Rare Recruit,,,,,
2681,Douglas Bullet - Monster Losing Sight of His Goal,STR,6+,Normal,Legend,,,,,
2687,Sengoku - Cunning Officer in the Paramount War,DEX,5,Treasure Map,Rare Recruit,,,,,
2688,Vista - Flower Sword in the Paramount War,PSY,5,Treasure Map,Rare Recruit,,,,,
2696,Marco the Phoenix - Blue Flame in the Paramount War,STR,5,Limited RR,Rare Recruit,,,,,
2700,Kaido - The Strongest Creature Alive,DEX,6,Normal,Legend,,,,,
2702,Jack - Town-Menacing Duel,DEX,5,Normal,Rare Recruit,,,,,
2704,"Holdem - Animal Kingdom Pirates, Headliner",PSY,5,Normal,Rare Recruit,,,,,
2706,"Speed - Animal Kingdom Pirates, Headliner",QCK,5,Normal,Rare Recruit,,,,,
2725,Evening Shower Kanjuro - Samurai from 20 Years in the Past,DEX,5,Treasure Map,Rare Recruit,,,,,
2726,Raizo of the Mist - Ninja from 20 Years in the Past,QCK,5,Treasure Map,Rare Recruit,,,,,
2727,Foxfire Kin'emon - Samurai from 20 Years in the Past,STR,5,Treasure Map,Rare Recruit,,,,,
2731,Master Caesar - False God of Salvation,INT,5,Limited RR,Rare Recruit,,,,,
2734,Monkey D. Luffy - Fifth Emperor,DEX,5,Limited RR,Rare Recruit,,,,,
2735,"Capone ""Gang"" Bege - Gang's Way of Life",PSY,5,Limited RR,Rare Recruit,,,,,
2736,Eustass Kid - Unyielding Loser,STR,5,Limited RR,Rare Recruit,,,,,
2739,Katakuri - Strongest of the Sweet 3 Generals,INT,6+,Normal,Legend,,,,,
2741,Ace: Trickster Flame Wolf - Happy Halloween!,INT,6,Normal,Legend,,,,,
2743,Koala: Charitable Red Riding Hood - Happy Halloween!,PSY,5,Normal,Rare Recruit,,,,,
2745,Reiju: Bride of Halloween Night - Happy Halloween!,PSY,5,Normal,Rare Recruit,,,,,
2747,Doflamingo: Halloween Night Walker - Happy Halloween!,INT,5,Normal,Rare Recruit,,,,,
2756,Tony Tony Chopper - Kung Fu Style,STR,5,Kizuna,Rare Recruit,,,,,
2759,Arlong - Ruler of Coco Village,INT,5,Treasure Map,Rare Recruit,,,,,
2760,Miss Doublefinger - Battle in the Alley Behind Medi Assembly Hall,PSY,5,Treasure Map,Rare Recruit,,,,,
2761,Kalifa - Bubble Master,PSY,5,Treasure Map,Rare Recruit,,,,,
2764,Corazon - Six Months of Grief,QCK,5,Limited RR,Rare Recruit,,,,,
2765,Violet - Princess of Betrayal,PSY,5,Limited RR,Rare Recruit,,,,,
2774,Onami - Newbie Kunoichi,QCK,6,Normal,Legend,,,,,
2776,Komurasaki the Oiran,QCK,6,Normal,Legend,,,,,
2778,Okiku - Samurai,QCK,5,Normal,Rare Recruit,,,,,
2780,Otama - Girl from Amigasa Village,INT,5,Normal,Rare Recruit,,,,,
