Check,ID,Name,Type,Rarity
[ ],1432,General Franky - Iron Pirate,PSY,5
[ ],1433,Hody Jones - New Fish-Man Pirates Executive,INT,5
[ ],1434,Hody Jones - Fish-Man District Spirit,INT,6
[ ],1435,Hyouzou - New Fish-Man Pirates,QCK,4
[ ],1436,Hyouzou - Fish-Man District Spirit,QCK,5
[ ],1437,Ikaros Much - New Fish-Man Pirates,PSY,4
[ ],1438,Ikaros Much - Fish-Man District Spirit,PSY,5
[ ],1439,Daruma - New Fish-Man Pirates,DEX,4
[ ],1440,Daruma - Fish-Man District Spirit,DEX,5
[ ],1441,Zeo - New Fish-Man Pirates,INT,4
[ ],1442,Zeo - Fish-Man District Spirit,INT,5
[ ],1443,Dosun - New Fish-Man Pirates,STR,4
[ ],1444,Dosun - Fish-Man District Spirit,STR,5
[ ],1445,Boa Hancock - Snake Princess,QCK,6+
[ ],1446,Usopp - Platanus Shuriken,PSY,5+
[ ],1447,Sanji - Grill Shot,QCK,5+
[ ],1448,Tony Tony Chopper - Heavy Gong,PSY,5+
[ ],1449,Violet - Dancer Girl,DEX,3
[ ],1450,Violet - Pursued Girl,DEX,4
[ ],1451,Sanji - Ladies' Man Incognito,DEX,3
[ ],1452,Sanji - Escort to the Next Town,DEX,4
[ ],1453,Marguerite - Fretful on the 13th,STR,4
[ ],1454,Marguerite - Festive on the 14th,STR,5
[ ],1455,Don Chin Jao - Happosui Army,PSY,4
[ ],1456,Don Chin Jao - 12th Leader of the Happosui Army,PSY,5
[ ],1457,Klahadore - Butler,INT,3
[ ],1458,Captain Kuro of the Thousand Plans - Pirate,INT,4
[ ],1459,Ms. Valentine - Kilo-Kilo Fruit User,STR,3
[ ],1460,"Ms. Valentine - Officer Agent, Baroque Works",STR,4
[ ],1461,Zoro's Frigid Training,QCK,4
[ ],1462,Luffy's Break Time,PSY,4
[ ],1463,Luffy's Tea Party,PSY,5
[ ],1464,Chopper's Break Time,INT,4
[ ],1465,Chopper's Tea Party,INT,5
[ ],1466,Cavendish - Gentleman of White Day,PSY,4
[ ],1467,Cavendish - Daydream of White Day,PSY,5
[ ],1468,Sentomaru - Sailor,STR,3
[ ],1469,Sentomaru the Axe - Sailor,STR,4
[ ],1470,"Lip ""Service"" Doughty",STR,3
[ ],1471,"""Gashed"" Albion",DEX,3
[ ],1472,Princess Shirahoshi,PSY,5
[ ],1473,Princess Shirahoshi - Ryugu Kingdom Royal Princess,PSY,6
[ ],1474,Neptune,STR,4
[ ],1475,Neptune - King of the Ryugu Kingdom,STR,5
[ ],1476,Fukaboshi,PSY,4
[ ],1477,Fukaboshi - Prince of the Ryugu Kingdom,PSY,5
[ ],1478,Caribou - Captain of the Caribou Pirates,QCK,4
[ ],1479,Wet-Haired Caribou - Captain of the Caribou Pirates,QCK,5
[ ],1480,Vander Decken IX - Demon Ship Captain,DEX,4
[ ],1481,Vander Decken IX - Flying Pirates Captain,DEX,5
[ ],1482,Madam Sharley,INT,4
[ ],1483,Madam Sharley - Fortune Teller,INT,5
[ ],1484,Sanji - Wild Pirate,STR,4
[ ],1485,Sanji - World Explorer,STR,5
[ ],1486,Ideo - XXX-Rank Boxer,DEX,4
[ ],1487,Destruction Cannon Ideo - XXX-Rank Boxer,DEX,5
[ ],1488,Don Krieg - Admiral of the Pirate Armada,STR,3
[ ],1489,Don Krieg - East Blue Overlord,STR,4
[ ],1490,Mr. 5 - Human Dynamite,QCK,3
[ ],1491,"Mr. 5 - Officer Agent, Baroque Works",QCK,4
[ ],1492,Sabo - Flame-Flame Fruit Wielder,PSY,6+
[ ],1493,Spiked-Club Punk - Fish-Man District Outlaw,STR,3
[ ],1494,Spiked-Club Speedster - Fish-Man District Outlaw,QCK,3
[ ],1495,Spiked-Club Expert - Fish-Man District Outlaw,DEX,3
[ ],1496,Sure-Fire Cannoneer - Fish-Man District Outlaw,INT,3
[ ],1497,Dead-Eye Cannoneer - Fish-Man District Outlaw,PSY,3
[ ],1498,Red Ammo Knight - Sturdy Security Officer,STR,3
[ ],1499,Blue Ammo Knight - Clever Security Officer,QCK,3
[ ],1500,Green Ammo Knight - Intelligent Security Officer,DEX,3
[ ],1501,Caribou,INT,3
[ ],1502,Coribou,PSY,3
[ ],1503,Hammond,QCK,3
[ ],1504,Vander Decken IX,DEX,4
[ ],1505,Hody Jones,STR,3
[ ],1506,Hody Jones - Awakened,STR,4
[ ],1507,Sanji's Break Time,QCK,4
[ ],1508,Sanji's Tea Party,QCK,5
[ ],1509,Haruta - Whitebeard's Twelfth Division Commander,INT,4
[ ],1510,Speed Jil - Whitebeard's Fourteenth Division Commander,INT,4
[ ],1511,Atmos - Whitebeard's Thirteenth Division Commander,PSY,4
[ ],1512,Kingdew - Whitebeard's Eleventh Division Commander,STR,4
[ ],1513,Sanji - Springtime Porter,DEX,4
[ ],1514,Sanji - Handmade Memento,DEX,5
[ ],1515,Brook's Break Time,STR,4
[ ],1516,Brook's Tea Party,STR,5
[ ],1517,Bellamy the Hyena - Former Captain of the Bellamy Pirates,QCK,4
[ ],1518,Bellamy the Hyena - The Bullet of Dressrosa,QCK,5
[ ],1519,Curly Dadan - Mt. Corvo Bandit,PSY,3
[ ],1520,Curly Dadan - Dadan Family Boss,PSY,4
[ ],1521,Dogura,QCK,3
[ ],1522,Portgas D. Ace - Hidden Demon Child,DEX,4
[ ],1523,Tony Tony Chopper - Big Dreams in a Small Flask,PSY,4
[ ],1524,Tony Tony Chopper - Spring View on Winter Island,PSY,5
[ ],1525,Suleiman the Beheader - Class-A War Criminal: Dias Naval Battle,QCK,5
[ ],1526,Arlong - Arlong Pirates Captain,INT,3
[ ],1527,Saw-Tooth Arlong - Arlong Pirates Captain,INT,4
[ ],1528,Blenheim - Whitebeard's Ninth Division Commander,PSY,4
[ ],1529,Cavendish - Captain of the Beautiful Pirates,QCK,4
[ ],1530,White Knight Cavendish - Captain of the Beautiful Pirates,QCK,5
[ ],1531,Usoland,DEX,5
[ ],1532,God Usopp,DEX,6
[ ],1533,Silvers Rayleigh - Straw Hat Pirates Contributor,QCK,4
[ ],1534,Silvers Rayleigh - Straw Hat Pirates Conspirator,QCK,5
[ ],1535,Duval - Straw Hat Pirates Contributor,PSY,4
[ ],1536,Duval - Straw Hat Pirates Conspirator,PSY,5
[ ],1537,Heracles - Straw Hat Pirates Contributor,STR,4
[ ],1538,Heracles - Straw Hat Pirates Conspirator,STR,5
[ ],1539,Perona - Straw Hat Pirates Contributor,INT,4
[ ],1540,Perona - Straw Hat Pirates Conspirator,INT,5
[ ],1541,Elizabeth - Straw Hat Pirates Contributor,DEX,4
[ ],1542,Elizabeth - Straw Hat Pirates Conspirator,DEX,5
[ ],1543,"Captain Usopp - The Great Adventure of Usopp the Man, Ch. 2",DEX,6+
[ ],1544,Koala - Under the Cherry Trees,INT,4
[ ],1545,Koala - Cherry Lips,INT,5
[ ],1546,Soul King,QCK,3
[ ],1547,Soul King Brook - Pirate,QCK,4
[ ],1548,Longarm Kingdom Tribesman - Soul King's Manager,STR,3
[ ],1549,Nico Robin - Mil Fleurs Campo de Flores,PSY,5+
[ ],1550,Franky - Franky Rocket Launcher,INT,5+
[ ],1551,Brook - Song of Scratches Blizzard Slice,DEX,5+
[ ],1552,"Hajrudin - Elbaph ""New Generation"" Warrior",STR,4
[ ],1553,"Hajrudin the Pirate Mercenary - Elbaph ""New Generation"" Warrior",STR,5
[ ],1554,Ryuma - General Zombie Samurai,DEX,3
[ ],1555,Master Swordsman Ryuma - General Zombie Samurai,DEX,4
[ ],1556,Wadatsumi,STR,3
[ ],1557,Zeo,PSY,3
[ ],1558,Ikaros,DEX,3
[ ],1559,Hyouzou,STR,3
[ ],1560,Daruma,QCK,3
[ ],1561,Dosun,INT,3
[ ],1562,Hody Jones - Rampage,QCK,5
[ ],1563,"The Fighting King, Elizabello II",STR,3
[ ],1564,"The Fighting King, Elizabello II - Kingdom of Prodence",STR,4
[ ],1565,Dagama the Tactician,DEX,3
[ ],1566,Dagama the Tactician - Kingdom of Prodence,DEX,4
[ ],1567,Boa Hancock - Girl Warrior,QCK,4
[ ],1568,Boa Hancock - Princess's Glance,QCK,5
[ ],1569,Trafalgar Law - Straw Hat-Heart Pirate Alliance,INT,4
[ ],1570,Dogstorm,STR,5
[ ],1571,Dogstorm: King of the Day,STR,6
[ ],1572,Wanda,QCK,4
[ ],1573,Wanda: Kingsbird,QCK,5
[ ],1574,Shishilian,INT,4
[ ],1575,Full-Power Shishilian,INT,5
[ ],1576,Kin'emon - Wano Country Samurai,DEX,4
[ ],1577,Foxfire Kin'emon - Wano Country Samurai,DEX,5
[ ],1578,Momonosuke,PSY,4
[ ],1579,Momonosuke - Wano Country Child,PSY,5
[ ],1580,Trafalgar Law - Punk Hazard Resident,DEX,3
[ ],1581,Trafalgar Law - Second Savior,DEX,4
[ ],1582,Monet - Snow-Snow Fruit Woman,PSY,4
[ ],1583,Orlumbus - Yonta Maria Fleet Commodore,PSY,4
[ ],1584,Orlumbus the Savage Surmounter - Yonta Maria Fleet Commodore,PSY,5
[ ],1585,Helmeppo - Navy HQ Sergeant,QCK,3
[ ],1586,"Helmeppo, Friend to Courage - Navy HQ Sergeant",QCK,4
[ ],1587,"Sanji - Third Son, Vinsmoke Family",INT,5
[ ],1588,"Sanji - Prince, Kingdom of Germa",INT,6
[ ],1589,Shanks - Celebrate the Long Cruise,QCK,4
[ ],1590,Red-Haired Shanks - Celebrate the Long Cruise,QCK,5
[ ],1591,Boa Hancock - Celebrate the Long Cruise,INT,4
[ ],1592,Empress Boa Hancock - Celebrate the Long Cruise,INT,5
[ ],1593,Monkey D. Luffy - Gear Four: Bounceman,PSY,6+
[ ],1594,Fujitora - Navy HQ Powerhouse,PSY,4
[ ],1595,Fujitora: Gravity Blade - Navy HQ Powerhouse,PSY,5
[ ],1596,Shirahoshi,INT,3
[ ],1597,Shirahoshi - Ryugu Kingdom Royal Princess,INT,4
[ ],1598,Ryuboshi,STR,3
[ ],1599,Mamboshi,QCK,3
[ ],1600,Monkey D. Luffy - Straw Hat-Heart Pirate Alliance,PSY,4
[ ],1601,Shiryu - Blackbeard Pirates,INT,4
[ ],1602,Shiryu of the Rain - Blackbeard Pirates,INT,5
[ ],1603,Thunder Lord McGuy,STR,4
[ ],1604,Portgas D. Ace - Luffy's Brother,STR,3
[ ],1605,Portgas D. Ace - Whitebeard's Son,STR,4
[ ],1606,Lafitte - Blackbeard Pirates,PSY,4
[ ],1607,Van Ogre - Blackbeard Pirates,DEX,4
[ ],1608,Doc Q - Blackbeard Pirates,INT,4
[ ],1609,Kami Eneru - Arch-Enemies of an Endless Dream,QCK,5
[ ],1610,Kami Eneru - Battles of the Great Era of Piracy: Endless Varse,QCK,6
[ ],1611,Bartholomew Kuma - Arch-Enemies of an Endless Dream,PSY,4
[ ],1612,Bartholomew Kuma - Battles of the Great Era of Piracy: A Crew Annihilated,PSY,5
[ ],1613,Rob Lucci - Arch-Enemies of an Endless Dream,DEX,4
[ ],1614,Rob Lucci - Battles of the Great Era of Piracy: Dark Justice,DEX,5
[ ],1615,Mr. 0 - Arch-Enemies of an Endless Dream,INT,4
[ ],1616,Mr. 0 - Battles of the Great Era of Piracy: Utopia,INT,5
[ ],1617,Gecko Moria - Arch-Enemies of an Endless Dream,STR,4
[ ],1618,Gecko Moria - Battles of the Great Era of Piracy: Strongest Underlings,STR,5
[ ],1619,The Dark King Silvers Rayleigh - Pirate King's Right-Hand Man,INT,6+
[ ],1620,Eustass Kid - In the Wake of an Endless Dream: Kid Pirates,STR,4
[ ],1621,Eustass Kid - A Vow in the Great Age of Pirates: Pirate King,STR,5
[ ],1622,Donquixote Doflamingo: Neo,INT,4
[ ],1623,Donquixote Doflamingo: Neo - Warlord of the Sea,INT,5
[ ],1624,Hyouzou - Fish-Man Pirate Bodyguard,QCK,4
[ ],1625,Daruma - Deep-Sea Fish-Man,STR,4
[ ],1626,Dosun - Deep-Sea Fish-Man,PSY,4
[ ],1627,Machvise - Super-Weight-Man,DEX,4
[ ],1628,Machvise - Diamante Officer,DEX,5
[ ],1629,Ikaros Much - Deep-Sea Fish-Man Pirate,INT,3
[ ],1630,Ikaros Much - Rebel Fish-Man Pirate,INT,4
[ ],1631,Fisher Tiger,PSY,4
[ ],1632,Fisher Tiger - Sun Pirates Captain,PSY,5
[ ],1633,Dragon - Punk Hazard Inhabitant,STR,3
[ ],1634,Rock & Scotch,INT,3
[ ],1635,"Brownbeard - Punk Hazard Sentry ""Boss""",PSY,3
[ ],1636,Caesar Clown - Ex-Government Scientist,QCK,3
[ ],1637,Master Caesar - Ex-Government Scientist,QCK,4
[ ],1638,Punk Hazard Gas-Mask Sentry [STR],STR,3
[ ],1639,Punk Hazard Gas-Mask Sentry [QCK],QCK,3
[ ],1640,Punk Hazard Gas-Mask Sentry [DEX],DEX,3
[ ],1641,Punk Hazard Gas-Mask Sentry [INT],INT,3
[ ],1642,Punk Hazard Gas-Mask Sentry [PSY],PSY,3
[ ],1643,Iron-Legged Centaur - Punk Hazard Sentry Squad Member,STR,3
[ ],1644,Speedster Centaur - Punk Hazard Sentry Squad Member,QCK,3
[ ],1645,Nimble-Footed Centaur - Punk Hazard Sentry Squad Member,DEX,3
[ ],1646,Pica: Neo,STR,4
[ ],1647,Pica: Neo - Donquixote Pirates,STR,5
[ ],1648,Giolla - Art-Woman,STR,3
[ ],1649,Giolla - Trebol Army,STR,4
[ ],1650,Brook - Psychedelic Art,DEX,4
[ ],1651,Cat Viper,PSY,5
[ ],1652,Cat Viper: King of the Night,PSY,6
[ ],1653,Pedro,INT,4
[ ],1654,Treetop Pedro,INT,5
[ ],1655,Carrot,QCK,4
[ ],1656,Carrot: Kingsbird,QCK,5
[ ],1657,Kanjuro - Wano Kingdom Samurai,DEX,4
[ ],1658,Evening Shower Kanjuro - Wano Kingdom Samurai,DEX,5
[ ],1659,Raizo,STR,4
[ ],1660,Raizo of the Mist,STR,5
[ ],1661,"Corazon - Rain, Rain, Go Away",QCK,4
[ ],1662,Corazon - Disappearing Raindrops,QCK,5
[ ],1663,"Rob Lucci ""Life Return"" - CP9's Strongest",STR,6+
[ ],1664,"Aokiji - ""Duel"" Opponent",STR,4
[ ],1665,"Aokiji - ""Duel"" Victor",STR,5
[ ],1666,Kyros - Undefeated Gladiator,QCK,4
[ ],1667,Kyros - Riku Royal Army Commander,QCK,5
[ ],1668,Aokiji: Neo,DEX,4
[ ],1669,Aokiji: Neo - Ice Man,DEX,5
[ ],1670,Madam Sharley - Owner of the Mermaid Cafe,DEX,4
[ ],1671,Camie - Mermaid Cafe,QCK,4
[ ],1672,Pappagu - The Criminal Brand President/Superstar Designer,PSY,3
[ ],1673,Perona - Princess of the Dark Beach,QCK,4
[ ],1674,Perona - Princess of the Bold Swimsuit,QCK,5
[ ],1675,Roronoa Zoro - Paper Umbrella Swordsman,PSY,4
[ ],1676,Roronoa Zoro - Swordsman in the Rain,PSY,5
[ ],1677,Trafalgar Law - In the Wake of an Endless Dream: Heart Pirates,INT,4
[ ],1678,Trafalgar Law - A Vow in the Great Age of Pirates: Freedom,INT,5
[ ],1679,Dracule Mihawk: Neo,QCK,4
[ ],1680,Hawk Eyes Mihawk: Neo,QCK,5
[ ],1681,Monkey D. Luffy - Celebrate 20th Anniversary Cruise,STR,4
[ ],1682,Monkey D. Luffy - 20th Anniversary Memorial Treasure,STR,5
[ ],1683,Nico Robin - Celebrate 20th Anniversary Cruise,QCK,4
[ ],1684,Nico Robin - 20th Anniversary Memorial Treasure,QCK,5
[ ],1685,Usopp - Celebrate 20th Anniversary Cruise,INT,4
[ ],1686,Usopp - 20th Anniversary Memorial Treasure,INT,5
[ ],1687,Franky - Celebrate 20th Anniversary Cruise,DEX,4
[ ],1688,Franky - 20th Anniversary Memorial Treasure,DEX,5
[ ],1689,Eustass Kid - Supernova of the South Blue,INT,3
[ ],1690,Captain Kid - Supernova of the South Blue,INT,4
[ ],1691,Heat,STR,3
[ ],1692,Wire,DEX,3
[ ],1693,Dogstorm - Mokomo Dukedom,PSY,4
[ ],1694,Dogstorm: King of the Day - Mokomo Dukedom,PSY,5
[ ],1695,Bamboo Demon Vergo,DEX,4
[ ],1696,Bamboo Demon Vergo - Top Donquixote Family Officer,DEX,5
[ ],1697,Magellan - Prison Ruler,DEX,5
[ ],1698,Magellan - Hell's Ruler,DEX,6
[ ],1699,Jinbe - Prisoner of Eternal Hell,PSY,4
[ ],1700,Jinbe - Warlord in Hell,PSY,5
[ ],1701,Emporio Ivankov - New Kama Land Prisoner,QCK,4
[ ],1702,Emporio Ivankov - Revolutionary in Hell,QCK,5
[ ],1703,Hannyabal - Ruler's Right-Hand Man,INT,4
[ ],1704,Hannyabal - Ruler's Right-Hand Man (For Now),INT,5
[ ],1705,Mr. 2 Bon Clay - Prisoner of Starvation Hell,STR,4
[ ],1706,Mr. 2 Bon Clay - A Friend in Hell,STR,5
[ ],1707,Red-Haired Shanks - Emperor,PSY,6+
[ ],1708,Nami - Summer Excitement,QCK,4
[ ],1709,Nami - Summer Adventure,QCK,5
[ ],1710,Nico Robin - Healthy Beauty,PSY,4
[ ],1711,Nico Robin - Symbol of Culture,PSY,5
[ ],1712,Akainu - Paramount War Firestarter,DEX,4
[ ],1713,Akainu - Paramount War Hellfire,DEX,5
[ ],1714,Monet - Snow Personified,INT,4
[ ],1715,Vergo - Navy G-5 Base Leader,QCK,4
[ ],1716,Caesar Clown - King of the Land of the Dead,STR,5
[ ],1717,Vegapunk Dragon (Small),QCK,3
[ ],1718,Buffalo - Donquixote Pirates Fighter,DEX,4
[ ],1719,Baby 5 - Donquixote Pirates Servant/Assassin,PSY,4
[ ],1720,Jinbe - Neptune's Army Soldier: Ryugu Kingdom,QCK,4
[ ],1721,Big Boss Jinbe - Neptune's Army Soldier: Ryugu Kingdom,QCK,5
[ ],1722,"King Neptune, The Sea God",PSY,3
[ ],1723,"King Neptune, The Sea God - King of the Ryugu Kingdom",PSY,4
[ ],1724,Fukaboshi - Neptune Brothers First Son,QCK,3
[ ],1725,Fukaboshi - Three Strongest Royal Soldiers,QCK,4
[ ],1726,Sabo: Neo - Dragon Claws,PSY,4
[ ],1727,Sabo: Neo - Revolutionary Army Chief of Staff,PSY,5
[ ],1728,Tashigi - Captain of the Beach,STR,4
[ ],1729,Tashigi - Captain of the Vacation,STR,5
[ ],1730,Nefeltari Vivi - Dazzling White,INT,4
[ ],1731,Nefeltari Vivi - Transparent Charm,INT,5
[ ],1732,Cat Viper - Guardian of the Whale Forest,STR,4
[ ],1733,Cat Viper: King of the Night - Guardian of the Whale Forest,STR,5
[ ],1734,Sugar - Hobby-Hobby Fruit User,STR,3
[ ],1735,Sugar - Trebol Army Leader,STR,4
[ ],1736,Trebol - Stick-Stick Fruit User,INT,3
[ ],1737,Trebol - Top Donquixote Family Officer,INT,4
[ ],1738,Bellamy the Hyena: Neo - Former Captain of the Bellamy Pirates,STR,4
[ ],1739,Bellamy the Hyena: Neo - The Bullet of Dressrosa,STR,5
[ ],1740,Boa Sandersonia - Straw Hat Luffy's Contributor,DEX,4
[ ],1741,Boa Sandersonia - Straw Hat Luffy's Conspirator,DEX,5
[ ],1742,Boa Marigold - Straw Hat Luffy's Contributor,STR,4
[ ],1743,Boa Marigold - Straw Hat Luffy's Conspirator,STR,5
[ ],1744,Marguerite - Straw Hat Luffy's Contributor,INT,4
[ ],1745,Marguerite - Straw Hat Luffy's Conspirator,INT,5
[ ],1746,Boa Hancock - Straw Hat Luffy's Contributor,PSY,5
[ ],1747,Boa Hancock - Straw Hat Luffy's Conspirator,PSY,6
[ ],1748,Bepo - Straw Hat Luffy's Contributor,QCK,4
[ ],1749,Bepo - Straw Hat Luffy's Conspirator,QCK,5
[ ],1750,"""Surgeon of Death"" Trafalgar Law - Joker-Tracking Heart",QCK,5
[ ],1751,"""Warlord of the Sea"" Trafalgar Law - Joker-Tracking Heart",QCK,6
[ ],1752,Roronoa Zoro - Celebrate 20th Anniversary Cruise,INT,4
[ ],1753,Roronoa Zoro - 20th Anniversary Memorial Treasure,INT,5
[ ],1754,Sanji - Celebrate 20th Anniversary Cruise,PSY,4
[ ],1755,Sanji - 20th Anniversary Memorial Treasure,PSY,5
[ ],1756,Nami - Celebrate 20th Anniversary Cruise,STR,4
[ ],1757,Nami - 20th Anniversary Memorial Treasure,STR,5
[ ],1758,Brook - Celebrate 20th Anniversary Cruise,QCK,4
[ ],1759,Brook - 20th Anniversary Memorial Treasure,QCK,5
[ ],1760,Tony Tony Chopper - Celebrate 20th Anniversary Cruise,DEX,4
[ ],1761,Tony Tony Chopper - 20th Anniversary Memorial Treasure,DEX,5
[ ],1762,Rob Lucci - World Government Monster,QCK,5
[ ],1763,Lucci: Beastman - World Government Monster,QCK,6
[ ],1764,Kuzan - Ex-Naval HQ Top Force,QCK,6+
[ ],1765,"Blue Gilly, Longleg Tribe",DEX,3
[ ],1766,"Blue Gilly, Longleg Tribe - Jiaokungdo Martial Artist",DEX,4
[ ],1767,"The Funk Brothers, Assassins",QCK,3
[ ],1768,Abdullah and Jeet - Hardened Criminals,STR,3
[ ],1769,Ben Beckman - Red-Hair Pirates First Mate,INT,4
[ ],1770,Ben Beckman - Red-Hair Emperor's Right-Hand Man,INT,5
[ ],1771,Tyrant Bartholomew Kuma: Neo,INT,4
[ ],1772,Tyrant Bartholomew Kuma: Neo - Government Human Weapon,INT,5
[ ],1773,"""Samurai"" Kin'emon",INT,3
[ ],1774,"""Samurai"" Foxfire Kin'emon",INT,4
[ ],1775,"""Samurai"" Momonosuke",QCK,3
[ ],1776,"""Dragon"" Momonosuke",QCK,4
[ ],1777,Kizaru - Emissary from the Sacred Land,QCK,4
[ ],1778,Kizaru - Sojourner from the Sacred Land,QCK,5
[ ],1779,Kizaru: Neo,DEX,4
[ ],1780,Kizaru: Neo - Man of Light,DEX,5
[ ],1781,Fighting Fish,STR,3
[ ],1782,Don Chin Jao - Chin Jao Family,QCK,4
[ ],1783,Hajrudin - Giant Mercenary,STR,4
[ ],1784,Fujitora - Navy HQ Admiral,INT,4
[ ],1785,Spartan,PSY,3
[ ],1786,Donquixote Pirate Crew - Low-Level Fighter,STR,3
[ ],1787,Donquixote Pirate Crew - Low-Level Berserker,QCK,3
[ ],1788,Donquixote Pirate Crew - Low-Level Specialist,DEX,3
[ ],1789,Donquixote Pirate Crew - Low-Level Scout,INT,3
[ ],1790,Donquixote Pirate Crew - Low-Level Spy,PSY,3
[ ],1791,Lucy - Corrida Coliseum C-Block Mystery Gladiator,DEX,4
[ ],1792,Lucy - Corrida Coliseum C-Block Up-and-Comer,DEX,5
[ ],1793,Lucy - Star of Corrida Coliseum,STR,5
[ ],1794,Lucy - Victor of the Corrida Coliseum,STR,6
[ ],1795,Mr. Diamante - Hero of Corrida Coliseum,QCK,4
[ ],1796,Diamante - Dressrosa King's Family,QCK,5
[ ],1797,Jesus Burgess - Corrida Coliseum A-Block Champion,DEX,4
[ ],1798,Jesus Burgess - Assassin in the Birdcage,DEX,5
[ ],1799,Cavendish - Corrida Coliseum D-Block White Horse,DEX,4
[ ],1800,Cavendish - Rebel in the Birdcage,DEX,5
[ ],1801,Bartolomeo - Corrida Coliseum B-Block Cannibal,QCK,4
[ ],1802,Bartolomeo - Rebel in the Birdcage,QCK,5
[ ],1803,Roronoa Zoro - East Blue Pirate,DEX,4
[ ],1804,Roronoa Zoro - East Blue Master Swordsman,DEX,5
[ ],1805,Buggy the Clown - Unbeatable Chop-Chop Man,QCK,4
[ ],1806,Captain Buggy - Unbeatable Chop-Chop Man,QCK,5
[ ],1807,Dracule Mihawk - The Man Who Sits Atop the World's Swordsmen,STR,4
[ ],1808,Hawk Eyes Mihawk - The Man Who Sits Atop the World's Swordsmen,STR,5
[ ],1809,Wanda - Mokomo Dukedom,PSY,3
[ ],1810,Wanda: Kingsbird - Mokomo Dukedom,PSY,4
[ ],1811,Carrot - Mokomo Dukedom,DEX,3
[ ],1812,Carrot: Kingsbird - Mokomo Dukedom,DEX,4
[ ],1813,Koala - Undercover Revolutionary,PSY,4
[ ],1814,Vinsmoke Sanji,STR,4
[ ],1815,Vinsmoke Sanji - Germa Kingdom,STR,5
[ ],1816,Portgas D. Ace - Darkness-Slaying Sun,DEX,6+
[ ],1817,King Riku,INT,3
[ ],1818,Riku Doldo III,INT,4
[ ],1819,Tank Lepanto,DEX,3
[ ],1820,Scarlet,PSY,4
[ ],1821,Sanji - Pirate with Stage Outfit,STR,4
[ ],1822,Sanji - Prince with Stage Outfit,STR,5
[ ],1823,Byrnndi World - More-More Fruit User,STR,4
[ ],1824,Byrnndi World - World Destroyer,STR,5
[ ],1825,Akainu: Neo,INT,4
[ ],1826,Akainu: Neo - Magma Man,INT,5
[ ],1827,Shishilian - Mokomo Dukedom,INT,4
[ ],1828,Full-Power Shishilian - Mokomo Dukedom,INT,5
[ ],1829,Caesar Clown - Lord of Gas,INT,4
[ ],1830,Master Caesar - Lord of Gas,INT,5
[ ],1831,Vinsmoke Judge,PSY,5
[ ],1832,Vinsmoke Judge - Science Military Germa 66,PSY,6
[ ],1833,Vinsmoke Reiju,INT,4
[ ],1834,Vinsmoke Reiju - Science Military Germa 66,INT,5
[ ],1835,Vinsmoke Ichiji,STR,4
[ ],1836,Vinsmoke Ichiji - Science Military Germa 66,STR,5
[ ],1837,Vinsmoke Niji,QCK,4
[ ],1838,Vinsmoke Niji - Science Military Germa 66,QCK,5
[ ],1839,Vinsmoke Yonji,DEX,4
[ ],1840,Vinsmoke Yonji - Science Military Germa 66,DEX,5
[ ],1841,Caribou - Next-Generation Supernova,DEX,3
[ ],1842,Wet-Haired Caribou - Next-Generation Supernova,DEX,4
[ ],1843,Coribou - Next-Generation Supernova,STR,3
[ ],1844,Blood Splatter Coribou - Next-Generation Supernova,STR,4
[ ],1845,Monkey D. Garp - Hero of the Navy,STR,4
[ ],1846,Garp the Fist - Hero of the Navy,STR,5
[ ],1847,"""Buddha"" Sengoku - Supreme Commander of the Navy",INT,6+
[ ],1848,Akainu - Trembling Calamity,STR,4
[ ],1849,Sakazuki - Trembling Calamity,STR,5
[ ],1850,Squard - Traitorous Son,DEX,4
[ ],1851,Whirl Spider Squard - Traitorous Son,DEX,5
[ ],1852,Edward Newgate - Whitebeard Pirates Captain,INT,4
[ ],1853,Whitebeard - Whitebeard Pirates Captain,INT,5
[ ],1854,Scratchmen Apoo - Supernova,STR,3
[ ],1855,"""Roar of the Sea"" Scratchmen Apoo - Supernova",STR,4
[ ],1856,X Drake - Supernova,PSY,3
[ ],1857,"""Red Flag"" X Drake - Supernova",PSY,4
[ ],1858,Leo - Brave and Gallant Dwarf,INT,4
[ ],1859,Leo the Warrior - Brave and Gallant Dwarf,INT,5
[ ],1860,Raizo - Wano Country Ninja,QCK,4
[ ],1861,Raizo of the Mist - Wano Country Ninja,QCK,5
[ ],1862,Kin'emon: Neo,PSY,4
[ ],1863,Foxfire Kin'emon: Neo,PSY,5
[ ],1864,Urouge - Supernova,DEX,3
[ ],1865,"""Mad Monk"" Urouge - Supernova",DEX,4
[ ],1866,Basil Hawkins - Supernova,QCK,3
[ ],1867,"""Magician"" Basil Hawkins - Supernova",QCK,4
[ ],1868,Fujitora - The International Military Draft's New Admiral,INT,5
[ ],1869,Issho - New Naval HQ's Strongest,INT,6
[ ],1870,Bellamy the Hyena - Corrida Coliseum B-Block The Bullet,PSY,4
[ ],1871,Bellamy the Hyena - Assassin for the Current King of Dressrosa,PSY,5
[ ],1872,Kyros - The Real Hero of Corrida Coliseum,STR,4
[ ],1873,Kyros - Hero of the Former Dressrosa Royal Family,STR,5
[ ],1874,Viola - Former Donquixote Pirate,QCK,4
[ ],1875,Viola - Princess of the Former Dressrosa Royal Family,QCK,5
